minute,base_path,instance,intervention_size,resources_size,exclusion_size,scenarious_size,population_size,mutation_rate,crossover_rate,time_limit,error,is_solved
3,./A_set/A_,4,706,9,1377,365,0.005,0.0025,100,15,7,0
4,./A_set/A_,9,18,10,0,17,0.005,0.0025,100,15,1586.62,1
4,./A_set/A_,7,36,9,3,17,0.005,0.0025,100,15,2298.26,1
4,./A_set/A_,12,54,10,0,53,0.005,0.0025,100,15,813.776,1
4,./A_set/A_,8,18,9,4,17,0.005,0.0025,100,15,750.351,1
4,./A_set/A_,10,108,9,40,53,0.005,0.0025,100,15,3002.18,1
4,./A_set/A_,3,91,10,12,90,0.005,0.0025,100,15,885.91,1
4,./A_set/A_,1,181,9,81,90,0.005,0.0025,100,15,2033,1
4,./A_set/A_,14,108,10,22,53,0.005,0.0025,100,15,11105.3,1
4,./A_set/A_,11,54,9,4,53,0.005,0.0025,100,15,506.503,1
4,./A_set/A_,13,179,9,136,90,0.005,0.0025,100,15,9570.58,1
4,./A_set/A_,15,108,10,22,53,0.005,0.0025,100,15,6,0
4,./A_set/A_,6,180,10,87,182,0.005,0.0025,100,15,2295.6,1
4,./A_set/A_,2,89,9,32,90,0.005,0.0025,100,15,195216,1
4,./A_set/A_,5,180,9,87,182,0.005,0.0025,100,15,763.008,1
4,./A_set/A_,4,706,9,1377,365,0.005,0.0025,100,15,3144.24,1
5,./A_set/A_,9,18,10,0,17,0.005,0.0025,100,15,1697.45,1
5,./A_set/A_,7,36,9,3,17,0.005,0.0025,100,15,2365.04,1
5,./A_set/A_,12,54,10,0,53,0.005,0.0025,100,15,921.774,1
5,./A_set/A_,8,18,9,4,17,0.005,0.0025,100,15,744.926,1
5,./A_set/A_,10,108,9,40,53,0.005,0.0025,100,15,3037.84,1
5,./A_set/A_,3,91,10,12,90,0.005,0.0025,100,15,931.454,1
5,./A_set/A_,1,181,9,81,90,0.005,0.0025,100,15,19171.1,1
5,./A_set/A_,14,108,10,22,53,0.005,0.0025,100,15,1,0
5,./A_set/A_,11,54,9,4,53,0.005,0.0025,100,15,512.43,1
5,./A_set/A_,13,179,9,136,90,0.005,0.0025,100,15,5439.62,1
5,./A_set/A_,15,108,10,22,53,0.005,0.0025,100,15,2624.21,1
5,./A_set/A_,6,180,10,87,182,0.005,0.0025,100,15,2262.02,1
5,./A_set/A_,2,89,9,32,90,0.005,0.0025,100,15,4758.05,1
5,./A_set/A_,5,180,9,87,182,0.005,0.0025,100,15,734.182,1
5,./A_set/A_,4,706,9,1377,365,0.005,0.0025,100,15,1,0
6,./A_set/A_,9,18,10,0,17,0.005,0.0025,100,15,1519.27,1
6,./A_set/A_,7,36,9,3,17,0.005,0.0025,100,15,2280.16,1
6,./A_set/A_,12,54,10,0,53,0.005,0.0025,100,15,822.55,1
6,./A_set/A_,8,18,9,4,17,0.005,0.0025,100,15,756.602,1
6,./A_set/A_,10,108,9,40,53,0.005,0.0025,100,15,3062.78,1
6,./A_set/A_,3,91,10,12,90,0.005,0.0025,100,15,4181.07,1
6,./A_set/A_,1,181,9,81,90,0.005,0.0025,100,15,10463.7,1
6,./A_set/A_,14,108,10,22,53,0.005,0.0025,100,15,2914.77,1
6,./A_set/A_,11,54,9,4,53,0.005,0.0025,100,15,504.173,1
6,./A_set/A_,13,179,9,136,90,0.005,0.0025,100,15,38310.8,1
6,./A_set/A_,15,108,10,22,53,0.005,0.0025,100,15,11270.5,1
6,./A_set/A_,6,180,10,87,182,0.005,0.0025,100,15,2258.54,1
6,./A_set/A_,2,89,9,32,90,0.005,0.0025,100,15,245341,1
6,./A_set/A_,5,180,9,87,182,0.005,0.0025,100,15,719.48,1
6,./A_set/A_,4,706,9,1377,365,0.005,0.0025,100,15,71,0
7,./A_set/A_,9,18,10,0,17,0.005,0.0025,100,15,1805.65,1
7,./A_set/A_,7,36,9,3,17,0.005,0.0025,100,15,2307.04,1
7,./A_set/A_,12,54,10,0,53,0.005,0.0025,100,15,906.065,1
7,./A_set/A_,8,18,9,4,17,0.005,0.0025,100,15,749.072,1
7,./A_set/A_,10,108,9,40,53,0.005,0.0025,100,15,3016.01,1
7,./A_set/A_,3,91,10,12,90,0.005,0.0025,100,15,869.367,1
7,./A_set/A_,1,181,9,81,90,0.005,0.0025,100,15,14149.3,1
7,./A_set/A_,14,108,10,22,53,0.005,0.0025,100,15,2696.24,1
7,./A_set/A_,11,54,9,4,53,0.005,0.0025,100,15,509.273,1
7,./A_set/A_,13,179,9,136,90,0.005,0.0025,100,15,31096.8,1
7,./A_set/A_,15,108,10,22,53,0.005,0.0025,100,15,37670.6,1
7,./A_set/A_,6,180,10,87,182,0.005,0.0025,100,15,2236.09,1
7,./A_set/A_,2,89,9,32,90,0.005,0.0025,100,15,158235,1
7,./A_set/A_,5,180,9,87,182,0.005,0.0025,100,15,714.216,1
7,./A_set/A_,4,706,9,1377,365,0.005,0.0025,100,15,54,0
8,./A_set/A_,9,18,10,0,17,0.005,0.0025,100,15,1507.97,1
8,./A_set/A_,7,36,9,3,17,0.005,0.0025,100,15,2317.58,1
8,./A_set/A_,12,54,10,0,53,0.005,0.0025,100,15,820.771,1
8,./A_set/A_,8,18,9,4,17,0.005,0.0025,100,15,747.257,1
8,./A_set/A_,10,108,9,40,53,0.005,0.0025,100,15,3035.71,1
8,./A_set/A_,3,91,10,12,90,0.005,0.0025,100,15,862.656,1
8,./A_set/A_,1,181,9,81,90,0.005,0.0025,100,15,208253,1
8,./A_set/A_,14,108,10,22,53,0.005,0.0025,100,15,2687.74,1
8,./A_set/A_,11,54,9,4,53,0.005,0.0025,100,15,513.905,1
8,./A_set/A_,13,179,9,136,90,0.005,0.0025,100,15,16573.2,1
8,./A_set/A_,15,108,10,22,53,0.005,0.0025,100,15,14,0
8,./A_set/A_,6,180,10,87,182,0.005,0.0025,100,15,2330.73,1
8,./A_set/A_,2,89,9,32,90,0.005,0.0025,100,15,158226,1
8,./A_set/A_,5,180,9,87,182,0.005,0.0025,100,15,713.365,1
8,./A_set/A_,4,706,9,1377,365,0.005,0.0025,100,15,9,0
