minute,base_path,instance,intervention_size,resources_size,exclusion_size,scenarious_size,population_size,mutation_rate,crossover_rate,time_limit,error,is_solved
11,./A_set/A_,4,706,9,1377,365,0.005,0.0025,50,15,13,0
12,./A_set/A_,9,18,10,0,17,0.005,0.0025,50,15,1507.28,1
12,./A_set/A_,7,36,9,3,17,0.005,0.0025,50,15,2272.78,1
12,./A_set/A_,12,54,10,0,53,0.005,0.0025,50,15,795.496,1
12,./A_set/A_,8,18,9,4,17,0.005,0.0025,50,15,744.293,1
12,./A_set/A_,10,108,9,40,53,0.005,0.0025,50,15,3002.12,1
12,./A_set/A_,3,91,10,12,90,0.005,0.0025,50,15,858.817,1
11,./B_set_rounded/B_,12,495,9,570,102,0.005,0.0025,50,15,38,0
12,./A_set/A_,1,181,9,81,90,0.005,0.0025,50,15,1962.92,1
12,./A_set/A_,11,54,9,4,53,0.005,0.0025,50,15,498.039,1
12,./B_set_rounded/B_,9,120,9,44,42,0.005,0.0025,50,15,5,0
12,./A_set/A_,6,180,10,87,182,0.005,0.0025,50,15,696.215,1
12,./A_set/A_,2,89,9,32,90,0.005,0.0025,50,15,4714.54,1
12,./B_set_rounded/B_,1,100,9,26,53,0.005,0.0025,50,15,8,0
12,./B_set_rounded/B_,11,100,9,34,53,0.005,0.0025,50,15,5,0
12,./B_set_rounded/B_,8,119,9,37,42,0.005,0.0025,50,15,7689.66,1
12,./B_set_rounded/B_,2,100,9,19,53,0.005,0.0025,50,15,11,0
12,./B_set_rounded/B_,10,398,9,344,25,0.005,0.0025,50,15,11,0
12,./B_set_rounded/B_,5,706,9,1377,53,0.005,0.0025,50,15,25,0
12,./B_set_rounded/B_,6,100,9,19,53,0.005,0.0025,50,15,7,0
12,./B_set_rounded/B_,7,250,9,186,53,0.005,0.0025,50,15,7,0
12,./A_set/A_,5,180,9,87,182,0.005,0.0025,50,15,733.945,1
12,./B_set_rounded/B_,4,706,9,1192,53,0.005,0.0025,50,15,39187.9,1
12,./B_set_rounded/B_,3,706,9,1192,53,0.005,0.0025,50,15,34,0
12,./A_set/A_,4,706,9,1377,365,0.005,0.0025,50,15,12,0
13,./A_set/A_,9,18,10,0,17,0.005,0.0025,50,15,1507.28,1
13,./A_set/A_,7,36,9,3,17,0.005,0.0025,50,15,2272.78,1
13,./A_set/A_,12,54,10,0,53,0.005,0.0025,50,15,795.496,1
13,./A_set/A_,8,18,9,4,17,0.005,0.0025,50,15,744.293,1
13,./A_set/A_,10,108,9,40,53,0.005,0.0025,50,15,3002.12,1
13,./A_set/A_,3,91,10,12,90,0.005,0.0025,50,15,858.817,1
13,./A_set/A_,1,181,9,81,90,0.005,0.0025,50,15,1940.37,1
13,./A_set/A_,11,54,9,4,53,0.005,0.0025,50,15,498.039,1
13,./B_set_rounded/B_,9,120,9,44,42,0.005,0.0025,50,15,5,0
13,./A_set/A_,6,180,10,87,182,0.005,0.0025,50,15,696.215,1
12,./B_set_rounded/B_,12,495,9,570,102,0.005,0.0025,50,15,38,0
13,./A_set/A_,2,89,9,32,90,0.005,0.0025,50,15,4714.54,1
13,./B_set_rounded/B_,1,100,9,26,53,0.005,0.0025,50,15,8,0
13,./B_set_rounded/B_,11,100,9,34,53,0.005,0.0025,50,15,5,0
13,./B_set_rounded/B_,8,119,9,37,42,0.005,0.0025,50,15,7689.66,1
13,./B_set_rounded/B_,2,100,9,19,53,0.005,0.0025,50,15,11,0
13,./B_set_rounded/B_,10,398,9,344,25,0.005,0.0025,50,15,11,0
13,./B_set_rounded/B_,5,706,9,1377,53,0.005,0.0025,50,15,25,0
13,./B_set_rounded/B_,6,100,9,19,53,0.005,0.0025,50,15,7,0
13,./B_set_rounded/B_,7,250,9,186,53,0.005,0.0025,50,15,7,0
13,./A_set/A_,5,180,9,87,182,0.005,0.0025,50,15,733.945,1
13,./B_set_rounded/B_,4,706,9,1192,53,0.005,0.0025,50,15,39087.1,1
13,./B_set_rounded/B_,3,706,9,1192,53,0.005,0.0025,50,15,34,0
13,./A_set/A_,4,706,9,1377,365,0.005,0.0025,50,15,5,0
14,./A_set/A_,9,18,10,0,17,0.005,0.0025,50,15,1507.28,1
14,./A_set/A_,7,36,9,3,17,0.005,0.0025,50,15,2272.78,1
14,./A_set/A_,12,54,10,0,53,0.005,0.0025,50,15,795.496,1
14,./A_set/A_,8,18,9,4,17,0.005,0.0025,50,15,744.293,1
14,./A_set/A_,10,108,9,40,53,0.005,0.0025,50,15,3002.12,1
14,./A_set/A_,3,91,10,12,90,0.005,0.0025,50,15,858.817,1
14,./A_set/A_,1,181,9,81,90,0.005,0.0025,50,15,1940.37,1
14,./A_set/A_,11,54,9,4,53,0.005,0.0025,50,15,498.039,1
14,./B_set_rounded/B_,9,120,9,44,42,0.005,0.0025,50,15,5,0
14,./A_set/A_,6,180,10,87,182,0.005,0.0025,50,15,696.215,1
14,./A_set/A_,2,89,9,32,90,0.005,0.0025,50,15,4714.54,1
14,./B_set_rounded/B_,1,100,9,26,53,0.005,0.0025,50,15,8,0
14,./B_set_rounded/B_,11,100,9,34,53,0.005,0.0025,50,15,5,0
13,./B_set_rounded/B_,12,495,9,570,102,0.005,0.0025,50,15,38,0
14,./B_set_rounded/B_,8,119,9,37,42,0.005,0.0025,50,15,7689.66,1
14,./B_set_rounded/B_,2,100,9,19,53,0.005,0.0025,50,15,11,0
14,./B_set_rounded/B_,10,398,9,344,25,0.005,0.0025,50,15,11,0
14,./B_set_rounded/B_,5,706,9,1377,53,0.005,0.0025,50,15,25,0
14,./B_set_rounded/B_,6,100,9,19,53,0.005,0.0025,50,15,7,0
14,./B_set_rounded/B_,7,250,9,186,53,0.005,0.0025,50,15,7,0
14,./A_set/A_,5,180,9,87,182,0.005,0.0025,50,15,733.945,1
14,./B_set_rounded/B_,4,706,9,1192,53,0.005,0.0025,50,15,39087.1,1
14,./B_set_rounded/B_,3,706,9,1192,53,0.005,0.0025,50,15,34,0
14,./A_set/A_,4,706,9,1377,365,0.005,0.0025,50,15,5,0
15,./A_set/A_,9,18,10,0,17,0.005,0.0025,50,15,1507.28,1
15,./A_set/A_,7,36,9,3,17,0.005,0.0025,50,15,2272.78,1
